alabel,message
illegitime,"I kind of, sort of, well, pretty much think you seem amazing. Want to chat sometime?"
illegitime,i know that this might be too forward or fast but i just thought you knew what i felt and i am sorry if this is not want you wanted.I pray and hope that you understand my message ....
illegitime,"I know this question can be out of the line... lol Lets say If you could wake up tomorrow with any superpower, what would it be? Hmm, that would be the power of Clark Kent also known as superman, I want to be the one to save the day."
illegitime,"I know you believe that good things come to those who wait, but my wonder is … why does it take so long for those good things to arrive, and why does the wait have to come with all these obstacles of hard and testing times? All I have right now are my dreams of you, so I will close now to dream of us, and wait for that precious tomorrow when I can wake up to my dream come true — YOU!! Stay strong, and I will always love you, and I will wait as long as it takes. Because my love for you won’t change in a year – or – twenty, not even a life time. It is you and me, Jo-Ann, forever. Thank you for loving me; I have never truly lived until the day I received your love. I just can’t wait until I get the chance to live again, so please take good care of yourself. I love you always. Love always, Ben Gold"
illegitime,"I laid you down on the bed, continuing to suck your nipples and my hands were touching ur skin. I worked my way down to ur panties and slid them off. . you began moaning my name""Please Roland, take me. Take me now!!"" ""No my love, not yet"", I said to you. ""Its been a long time for us both, I want us to enjoy this"". I put my knee between ur legs. u opened ur legs freely. Then I lowered my mouth to u and began to suck your Pussy. I thought you were going to explode. I heard you say ""Come on baby, !"" as I suck ur pussy, you pushed my finger up in side of you. That was it......""Oh my god!!!! You came so wet. I could feel you climaxing around my finger. ""Thats it baby, u said, Now its time"" u came close to me on ur knees and rubbed the end of myself up and down against my Cock. I was teasing you again. you kept trying to capture me and push down. you wanted me deep in side of you.I would only let u have a little of me at a time, then I would pull out. It was you that was begging this time. ""Please baby, I need you. I have got to have you NOW!!!"" I finally gave in myself, I couldn't take it any more either."
illegitime,I like how your nose is in the middle of your face. That’s really cute.
illegitime,I like hugs.
illegitime,I like it when a guy/girl talks nerdy to me.
illegitime,"I love the fact that I get these much emails from you. I feel special. Trust me, I am a warrior. What a wonderful way of life it is to find joy and happiness in someone else. I would ask you some few questions which requires a min before you answer each. I think it’s time we hold hands and kiss and say to one another all those little things that makes one head want to blow off. As far as I know, this is our destiny and we cannot deny it. So right now as you read this, I am holding you and kissing you; I am asking these questions and you are saying the answers directly into my ears. Do you believe in Love, even amidst this crazy world we find ourselves in? Do you believe that happiness has value more than every material things we may get in life?"
illegitime,"I love to cook and play video games with my mother and sometimes we swim at the pool in the evening.....and sometimes we ride on our four wheeler..I am a channel surfer,I like csi any cit discovery,tlc anything that has to do with motorcycles.I also like a few reality shows, american idol so you thing you can dance the news sometimes.anything funny or something that will atleast make me smile. I like to smile, it makes me feel better,I am a CSI, Law and Order Special Victims,Criminal Intent and the 4200. I also love Smallville,I like We Were Soldiers,Indepenance Day,Lord of the Rings, All the Mummys, Resident Evil 1 and While you were sleeping, Jerry Maguire, Jumanji, I guess i could keep going but I think I could go on for a while,I enjoy reading. Some of my favorite musicians songs are Chris Tomlin, Dave MatthewsRobert Kelly and Eminem...i have only been in relationship with Danielle she is dead, i love and she loves me too i really miss her..."
illegitime,"I love you so! http://www.youtube.com/watch? v=D8ZOJj5ni44 “If That’s What It Takes” You’re the bravest of hearts, you’re the strongest of souls You’re my light in the dark, you’re the place I call home You can say it’s all right, but I know that you’re breaking up inside I see it in your eyes Even you face the night afraid and alone That’s why I’ll be there When the storm rises up, when the shadows descend Ev’ry beat of my heart, ev’ry day without end Ev’ry second I live, that’s the promise I make Baby, that’s what I’ll give, if that’s what it takes If that’s what it takes"
illegitime,"I love you, babe. You are my now and ever, my only love, and I thank you for being so kind with my heart. Hopefully, in some hours to come, I won’t have to hate missing you. The inspection team of Abu Dahbi are out there waiting for me and I am going to join them now. I will email you again after every thing, to celebrate this great success together. Love Always, Your Mr. Gold."
illegitime,"I love thinking of you and I want to spend the rest of my life with you. Every day I wake up thanking God for you. You have given me so much, and I know I will be able to give back all that you have given me. You have been my guiding light when I was lost. You have been my comforter through all my trials and sorrow. You have been my rock."
illegitime,"I MUST STICK WITH YOU FOREVER SWEETHEART, IT’S THE 1:20 P.M HERE AND I CAN’T BREATH. WHAT EXACTLY AM I DOING? I AM THINKING ABOUT YOU!!! HONESTYLY, I AM THE LUCKIEST MAN ON EARTH. YOU ARE WORTH ALL OTHER 999BILLION WOMEN ON THIS PLANET. BABY, YOU MEAN MORE THAN LIFE TO ME. BELOW IS ALL I CAN SAY TO REACH DOWN YOUR HEART. I MUST STICK WITH YOU FOREVER AND EVER.http://www.youtube.com/ watch?v=-ZlajjbX94g"
illegitime,I passed by your photo too many times not to stop a say hi.
illegitime,"I reached for ur breasts, feeling ur large hard nipples. You could tell that you were on the edge of having an orgasm and I pulled away from u. Stood up, extending my hands to you, helping you up. We walked into the house to the bedroom. Without turning on the lights, I shut the door, turned to you and began kissing you again. I were making your head spin. I moved down to ur neck, then reached down and pulled your dress up over your head. Kissing ur shoulders, I reached around u and released your bra, dropping it to the floor. I kissed and licked my way to ur breasts one at a time, while I were walking u backwards to the bed. The minute I took ur nipples in my mouth, You felt like You were going to fall to the ground. your legs tuned to the door.It felt so good. Oh my god.....You were so wet."
illegitime,"I tell you this everyday, but you are the most beautiful person I know, inside and out and I see that more clearly with each passing day. I love everything about you, about us. You do something to me that no other has, you have made me so happy, the happiest I've ever been. You give me the most amazing feelings inside, the feeling of being in love with you. I still don't know what I did to be so lucky to have you in my life, my dream come true... I am so thankful though. In this short time that we've been together, we have grown so much and I can't wait to see what the future holds for us. Am falling in love with you barbara, with all my heart and soul, always and forever!"
illegitime,I tend to wear my heart on my profile. ??
illegitime,I think I quite fancy you.
illegitime,I want this message to be the reason you smile at your screen.
illegitime,I want to be the reason you look into your phone and smile.
illegitime,"I want to close my eyes and feel your breath; I want to fill those spaces in between your fingers; I want to travel to the sky and the moon and the planets and watch you fly with the real angels in wings; I want to walk beside you, not behind nor in front of you; darling, I want to sit down with you, put your leg on my laps and gently move my hand in and out of your leg to the extremes and watch you close your eyes and mourn. I am dieing right here cos I can’t wait to be with you. Will talk to you later today. Love you more and more. Your Gold!"
illegitime,I want to say that my heart is full of joy and happiness for knowing you and i will like us to keep this closeness and hope this will bring us to a better future as I wish. We seriously need people's prayer for God's protections here in Afghanistan. Hope to hear from you soon. Do have a nice day.
illegitime,"I wanted to feel all of you against my back side. you continued to moan softly, calling me by name. ""Please baby, you said, you want me so bad"". you turned yourself around to face me. I took your face in my hands and began kissing u softly. The passion grew and our kisses became more intense. You put your hands on my chest, feeling me through my Shirt. you found one nipple......then the other."
illegitime,I was more excited to see your profile photo than pizza. And I really like pizza.
illegitime,"I was so easy. I started touching your neck, then I ran my fingers down your shoulders and your arms. I slid my hands under ur arms to ur chest. your nipples became hard. you could feel my body responding. I began kissing the back of ur neck. You softly moaned, holding my warm hand to by breast as I moved back closer to you."
illegitime,I will always tell you when you have something in your teeth. That’s just the kind of person I am.
illegitime,"I will be out of the door straight to the bank soon. I attached the copy of my check to this email and you already have my flight confirmation. Please remember this check is a secret I will never share with any one else so please keep it to yourself. Flight is scheduled to take off at ……PM today while we arrive tomorrow at …..PM. My luggage is packed and the truck man is set to take my equipments to the airport. Once I’m done at the bank, I will be going to the agent to pay him and get my ticket. I will also have enough money to pay the taxi man, the truck man and my deficit at the hotel. You don’t know how happy I am right now. I don’t even know the best way to express my feelings. I believe you know this kind of joy I’m talking about."
illegitime,"I will lay down my heart, my body, my soul I will hold on all night and never let go Ev’ry second I live, that’s the promise I make Baby, that’s what I’ll give, if that’s what it takes If that’s what it takes Every day If that’s what it takes Every day I’ll love you forever and ever ….."
illegitime,"I will sit in front of you as you watch me cares you and tell you sweet words from my innermost heart. This is the way I want to live for the rest of my life, to be happy with my hobby, with you. I also love that fact that both you and I will retire and do nothing but enjoy and celebrate each moment of our lives together. Have you thought of where in the world you want us to live? I want you alone to make that decision because honestly, wherever you will be happy is where I want to live for the rest of my life"
illegitime,"I wish I could tell you but I don't want to scare you away from me, and I would rather write you and not be with you then to never see you , because writing you every day is a gift from God that I was blessed with. I guess I will never know how you feel unless I confess my love to you. Who knows - you might feel the same about me. I really think I am falling in love with you . I just don't know how to tell you."
illegitime,"I wish you were here to see how excited i am to received your message, i really felt so good. You are such a nice beautiful woman whom i would like to get to know .. Well, i am just a very caring man and i do really like kids alot because they are God gift from the heaven so parents are to do anything to make them happy and be a very good child,i hope you won`t bother about the distance between us, distance does not matter in a relationship, what really matter most is the HEART and FEELINGS and distance is only there for us to get toknow each other much better before getting to meet each other in person then see how things develop. Well, i really would like to get to know you more and sometimes chat with you then see how things may work out. "
illegitime,"I would still not find the main reason… I believe in the saying that true love is unconditional, it doesn’t ask why… it knows no bound nor distance… it just captures the mind and you find yourself in it… the truth is, THE FEELINGS I HAVE, MY EMOTIONS, THE PASSION IN ME IS UNCONDITIONAL… I’LL BE LOVING YOU FOR YOU AND WITH EVERY SECOND TIME MOVES UNTIL THE END OF TIME… Please take care of yourself sweetest of souls~ I already told my ticketing agent to book my flight so I don’t miss a seat. Once I have the confirmation from him, I will forward it to you. I will call you when I wake up. Your VE (lol)."
illegitime,"I wouldn’t be scared anyway, because truly, love is not about finding the right person, but creating a right relationship. It’s not about how much love you have in the beginning but how much love you build till the end. The inevitable truth is, if it is meant to be, our hearts will find each other regardless of the distance apart. And if our hearts melt together so will our bodies and souls. Then every word and every touch will fuel our passion flame. I will be yours, you will be mine, and we will be one, forever and ever."
illegitime,"I want to lie next to you at night and fall asleep in your arms. I want to wake to your beautiful smile. I want to share in your joys and sorrows. I want to be your everything, because you are everything to me. I promise to always love you and always hold you in my heart. I will always be there for you when you need me, and I will love you no matter what life brings us. You are my soul mate, and I vow to love you all eternity. I love you, babe. I am going now to the Embassy and the Tax office, wish me well honey. I will get in touch with you when I get back. Please take good care of yourself for me and thank you for every thing. Yours,"
illegitime,"I`m athletic build, mentally stable, physically fit, a bunch of laughs, warm, caring, honest, a good listener, God Fearing, and a positive person. I am real easy person to talk to and a loving and outgoing father. I enjoy playing sax which i do often at my leisure time. I like going to the movies, or watching movies in my room or Cabin, I like swimming, listening to music, watching football and I am a diehard fan of Chelsea FC and dance to any kind of music, I sing, sailing, going bowling and also a good cook. I am a family oriented person, love children and there is more, but it would be better for you to find some things out for yourself."
illegitime,I’d love to talk to you. For reals. No fakesies.
illegitime,I’m looking for someone I can be a complete nerd with. You interested?
illegitime,I’m the good kind of weird. How about you?
illegitime,I’m willing to risk the cooties if you are.
illegitime,"I'd rather turn my back on all that drama than live a miserable life. I am not bitter about any past relationships and do not believe in bringing them into a new one What makes you laugh, smile, and cry???? Crazy funny people. Sarcastic people like Dr Cox on Scrubs. I love his character. I love intelligent comedy like political satire. I love Robin Williams, Jim Carey and Mike Myers. They crack me up so much. I love watching those home video clips of kids doing hilarious funny things. Kids make me laugh. The things they say. You never expect it.What makes me cry, I'm always moved when i see scenes on tv between parent and child when they are struggling or dealing with the relationship. my personality type tends toward being outgoing. People would most often describe me energetic, loving,caring, extremely emotional, bubbly, understanding, very supportive, very caring and warm, very passionate and loving,i dont drink nor smoke,i am not into any kind of drugs as well,i like to hang out and have nice time with my partner,I love to bowl, though I haven't done it in years and shoot pool, play cards, just cruise on a beautiful sunny day,I love the water and one day hope to be blessed to have a home on the water."
illegitime,"If someone doesn't have the respect to be faithful to the one they are with, than get rid of them first. There are no excuses for cheating!I believe that just because I think I'm right, doesn't necessarily make the other person wrong.. Being mean and name calling isn't part of my life.. "
illegitime,"IF THAT IS WHAT IT TAKES! Good morning my love. I think the song below and the lyrics says my way of waking you up today, into a world of solid promises. I am here in the office thinking of nothing but you my dearest. I am missing you more than I can explain. I place eyes on the clock and keep watching as it moves. There is nothing I want more, all I want is to be on the flight taking me to you. Play the song, read the lyrics and open your heart, you will find me holding your hands and looking straight into your bewitching eyes. "
illegitime,If you are at a loose end what are some of the following things you do? I will have hope and never to give up.
illegitime,"If you are found guilty of a crime, would you admit yourself and accept your mistakes? I will admit my self, accept my mistakes, and face the consequences, because I am a God fearing man, and I do abide to the truth."
illegitime,"If you could change something about yourself, what would it be & why? I would change how I tend to dwell on the past, because it's really dragging me down lately. Our experiences in life made us who we are. No one is free from difficult times in life or what some may call baggage. How you've dealt with those experiences will determine if you're damaged or resilient. I'm a prime example of resilient and not looking to do damage control. I understand everyone has old baggage, but I want someone who has put the old baggage up for old memories and is ready to create new memories. Life is short and you never know about tomorrow, so if you want to live life ""like there is no tomorrow."
illegitime,"If you respond to one message today, let it be mine."
illegitime,"If you see somebody you don't know who needs help, would you be of any support? Yes I would help in anyway, because God in heaven says it is good to help those that are in need and he loves a cheerful giver. I think it's important to have compassion for others in need of help. I have a good and caring heart. I don't like arrogance or to be selfish. It's the strangest thing, but kindness attracts kindness, like whenever I see someone’s car got broke down, I always love to help and assist that person, because when mine also gets broke down or I had a flat tire someone always has come to my rescue."
illegitime,"If you wanted to talk, it’d definitely make my day… or maybe year."
illegitime,"I'm honest, faithful, caring, respectful, responsible and witty. I like having fun and laughing.I like most kinds of music, except rap. I also like to sing karaoke for fun. Other interests include drawing, writing poetry, reading, art, museums,concerts, camping, hunting and fishing. I don't watch much TV, but I do like a good happy ending movie now and then, (but not at a walk in theater).I don't mind getting my hands dirty and do a lot of yardwork and remodeling myself. Will even help work on cars. I don't care for sports much, but don't mind if a woman likes them if it doesn't take much time away from us I don't like head games, lying, cheating, abusers or fighting. I don't like being around people who are drug users and those who make a habit of getting drunk."
illegitime,"In 2004, same year I moved to FL, I worked at the oil rig of Dubai and after the project, I had the opportunity to own a home in the city resulting from the cheap sale from the first owner who intends to relocate to India where he came from. It was a chance I couldn’t miss so I grabbed it. I paid only half of the money while the remaining half is to be paid to the Government."
illegitime,"In a relationship how do you see a situation whereby the woman earns more money than the man? A good relationship where two lovers understand each other, they're concerned for each other and they respect one another, I don’t think that there will be problem about that, to me is no problem as far as they both love their selves."
illegitime,"It has not been but a short time of getting to know one another and we are totally crazy about the other. I asked you if you believed in soul mates and you said that you believed that God does make a special someone from every man. Whether that man finds that someone he was created for or not, I know I was created for you."
illegitime,"It is very important for me to build a life of stability, security, and opportunity for the special person I hope to share my thoughts, feelings, experiences, dreams and fantasies with, and to offer the best opportunities for any kid that might be included in my life, both mine and  that special person children, and that is my focus at this time and I also do enjoy my job though risky because we are always on the high battle field."
illegitime,Just saying hi. Because I’m annoying like that.
illegitime,Just stopping by to say hello. Hello!
illegitime,Just wanted to say hi!
illegitime,"Just you may wish to know, I attached some pictures of a big project of one of the leaders of the people I am working for; the Abu Dahbi’s. Any one could think it is a hotel but no, it is a house. We built the house for Sheikh Zayed bin Sultan Al Nahyan, the former ruler of Abu Dahbi. I was part of this huge project, worked on the bathrooms and toilets. We built the house 5yrs ago. The last two pictures is an Audi A8 car, made out of pure silver for one of the Sheikhs. These people are extremely rich and pay a lot but they don’t pay deposit especially on big projects. Like I told you before, they will pay three times the money invested after the project. I really can’t wait to finish this project and be with you honey. I want to give you things you never dreamed of."
illegitime,"Last night, I did had a dream of us and it was so sweet. I never wanted to wake up cos we were having a wonderful time; I see clearly that we were in the house running and dancing and singing together and suddenly, our bodies melt together and before long, we made sweet love. Oh my, I cum three times in my dream and I was rolling in bed saying ‘darling, let me go clean up’ but when I opened my eyes, oh, I was so touched and wish there is something that could just fly me to you. Darling, loneliness is not good and I really want you. I want you with me honey; I want you all the time; I want you every now and then; I want to sleep in bed and feel your body close to mine; I want to sing and watch you dance to my voice;"
illegitime,"Let me give you a name today. Look at these four letters word, L O V E. They are the best combination of letters known to mankind. If we divide the letters into two places, we have, LO and VE. Without LO, VE is useless and without VE, LO is meaningless. Yet, LO+VE=LOVE. Today, I choose to be your VE while you mean my LO (lol). Without us together, we are certainly incomplete. I hope you love your new name, LO (lol). Will write more later today. Your Husband,"
illegitime,"Life is boring if perfect. Life is worse when there is nothing to change about anything. The balance in life is based on the facts that, there must be thieves and criminals for the police to remain employed. The medical practitioners would run out of business if we are all hale and hearty. The legal practitioners would die of boredom if there aren’t offenders. If everyone are vegetarians, Oh my! Guess how many people would not earn a living."
illegitime,"Listening to my body, soul, mind, heart and spirit, it is you I want. Not just for a period but for ever and ever. Back into our pasts, we gave in all but still, look at where we are today. Still on the same road like someone in a circular path, always returning to the same point; looking for our second half. Why not hold hands and just walk straight. And to be candid, there are three major attributes of true love, of every good relationship that lasts forever. Those attributes are what we need to put into great consideration. They are understanding, tolerance and endurance. Every wonderful partners that live together until their dieing days must have passed through a lot, I mean, they must have been through some really hard time. But because they understand themselves, tolerate one another and endure whatever situation they find themselves, their life seems magical as if they have special bond holding them together. And every relationship that ever crashed surely lack those attributes either from one of the partners or both of them. I know at this point of our lives, we are no longer kids, I don’t think we would have any reason to break one’s heart. In my past, I have never done that and you didn’t also, you can see we are good people meeting at the best time of our lives."
illegitime,"Many people spend so much time thinking they can create love. NO! That is impossible but only a waste of time. If truly, love can be created by mankind, we won’t have any broken heart. Every relationship that takes long before the partners fall in love will have a happy end. But nah, most love life people spend time building often end in tragedy. To be candid, which love are we building? A duplex or a mansion or a small room? Very funny! Or has any one ever seen love physically? lol. It’s not human created phenomenon, its like a spirit, it enters into those who submit to it. We all need to start seeing the other side of the coin because it is the side facing down, only powerful minds can see it."
illegitime,"Marriage they say ""Is For Better, For Worse"" do you believe in this principle? Yes, I do believe in that, because that is where you have to show that you love your partner very much."
illegitime,"Morning My Love Oh my love, good morning to you. I have been thinking about you all day long. You are sure the keeper of my star, wiper of my tears, carer of my soul, joy of my life, taker of my breath, reader of my mind, melter of my heart, lover of my world, reason for my living, hearer of my worries, bringer of my smiles, angel of my spirit, cover of my body, filler of all spaces, sweetest of souls. It is truly no accident finding you, god had a hand in it, long before I knew you. I love you forever. Thank you so much for being you. I hope this song (http://www.youtube.com/watch?v=X3ZEekN2hfE) explains more of what I can say to you right now. Your Golden man,"
illegitime,My atoms are attracted to your atoms. It’s chemistry.
illegitime,"My Co-Pilot Dear Co-pilot, My dearest love, thank you so much for all the lovely messages. They always make me look down my heart and see you there. Today I sat and thought, with every breath I took, of only you. I remember when we first found each other like it was yesterday. Two people in two different worlds, 9 long years that I lost my family and was all alone, not knowing what life had in store for me. And then an opening of the door and there you stand, a woman with a heart the size of the heavens above. One day lead to the next, and then days turned into weeks and and so did our love grow and keep growing, we made a family."
illegitime,"My forever one, I think the best is to put this into writing. At exactly 10.30 a.m today, I was in the bank with my check and joined the short queue. I know the amount is too big to cash on the counter but I needed to give it a try to know their procedure and if they would just cash out some of the money for me and put the remaining into an account I would also be able to operate when I return to the States. I was dressed in my collar shirt, well ironed to leave attractive gators and my pant trouser. I tried like never before to look so cool like someone who is about to get married (lol). And really, I am, to you, …… (lol). I mean I felt so relaxed and confident remembering how much I have on my check. I have never made up to this amount in my whole life. Please my love, I will never share the copy of my check with any one in this world. Only you and me know about it so please do not show it to any one. I trust you with all my life and I know you will never disappoint me."
illegitime,"My love for you is in no doubt unconditional; because I don’t have a particular condition for loving you. If I say its the way you talk on phone or your gorgeous voice or the way you put your words in writing or the way you look so beautiful in the picture or your strong faith in God, love and life or the way my mind beats for love each time I get to contact you or the way I feel about you right from the very moment I get to find you or the stories we shared about our past or the truthfulness in your words and readiness to love and be loved once again or the age that shows we are old enough to know what we want or every thing about you…"
illegitime,"My love, here I come on my kneels, I will never ask you any thing if I have other options. Though you come first but I hate to take my woman through stress. Here is our trial time honey, we should be one all through the thick and thin of life. We will have a good testimony to tell in only six days once I have the complete money and let these professionals resume work. One thing you must have in mind is, I will refund all your money the same day I get over. My appreciation to every one will last forever but most of all, my greatest appreciation will always be yours, I love you. All I need is $3k but even if you can’t help with every thing, I will be grateful for whatever you can afford to loan me for now. Please, I beg you honey, I just can’t afford to have this job delayed despite my long hard work."
illegitime,"My love, Good day to you and thanks for every thing. It is yet another long day with every one very busy. How is your day going? I hope every thing is fine and you are working less cos I’m getting real close to the end of this project and about time to get my ass on flight to you. Darling, the sets of POP needed for roofing arrived today from China and every thing went well with the installation of the electric pipes going fast. Oh, thanks to God, we are getting things exactly as planed and will be done as planed"
illegitime,"My mother would really love to meet you …….. and I hope we can go see her before she pass away. She’s old and I fear she doesn’t pass away till she sees me again with my woman. I am so …… now honey, I’ll email you again first thing when I ………. Please take good care of yourself and remember Ben cares. Each time I think about you, a star falls from the sky; so if you look outside your window today and see no star, its all your fault for you made me think about you too much. Now I have your picture in my wallet, another one on my bed, another one in the bathroom and another one in my heart. I want you around me every where and any where. Please take it easy with work and take good care of yourself. Yours Forever,"
illegitime,"My Soul My soul, good morning to a beautiful world and thank you for the lovely message to wake up to. Yes, the interior decorations will be completed this week and then we can proceed to fixing of the electrical pipes and covering of the pipes. All those will take only six days once we are through with the interior decoration and I am getting paid the same day.  I have invested all I had in this project but the good news is, once I am done, I will be three times richer than I was (lol). I will explain more to you when I call today."
illegitime,"My world, we would have so much to plan as soon as we get together. My dream has always been to travel to all the beautiful places in the world with my woman and with you, that dream will come true. And you will love it for I find humor in almost every thing no matter the situation. I can turn tears into endless laughter and bring smile to a sad face. I am gifted in making people happy. I want a woman to love and to love me now and forever."
illegitime,"MY, OH MY! My love, you have sent me the best message I have ever received in my whole life. How wonderful it is to know our love is reciprocal. You see honey, we will be spending the rest of our lives together in great joy and fulfillment of heart. We will be together TILL DEATH DO US PART. You are making me more than happy and really, I can not write enough of how much I feel now until later today because I should be staying with the workers all through the day as this is the last day of the interior decorations. I LOVE YOU MORE THAN LIFE …… PLEASE WHEN YOU WAKE UP, PLACE YOUR RIGHT HAND OVER YOUR LEFT SHOULDER AND YOUR LEFT HAND OVER YOUR RIGHT SHOULDER, THAT IS ME GIVING YOU THE BIGGEST HUG EVER. ALSO CLOSE YOUR EYES AND BLOW A KISS TO THE AIR, THAT IS ME RECEIVING A KISS FROM YOU. I LOVE YOU MY WIFE."
illegitime,"Now, lets talk about True Love: In my own word, true love is a natural phenomenon… its from God himself… one can not build true love like trust… love built by humans soon collapse… true love is so powerful, so strong, so uncontrollable and that is why you hear some say it is blind… true love can capture any body at any time and make even the saddest man a fool for love… true love is unconditional, it doesn’t ask why?… true love understands, it tolerates and endures… true love never dies, it never fades, it gets stronger with every morning sun shine and every night moon… true love does not warn ahead… many have fallen in love the very first day they met and get married and yet live happily for the rest of their lives… and many have dated for many years thinking they can build true love like trust and in the end, they brake up seconds after wedding… so true love is god’s will and comes to those who believe in it… true love is all about how well and never how far… no matter the distance there-is between two lovers, the love yet grow stronger… true love is joy and happiness, a certain kind of sharing that holds two hearts together in tenderness and caring… true love is the love that lives even after death… the love for our dead is another type of true love and that is why we remember all the time and pray for them… even though some dead are gone for thousand years, their living families remember them like they left yesterday… but despite all the wonderful nature of true love, it has a bitter side that makes the world feel it does not exist any longer… true love is often not reciprocal… that we love someone does not always mean they love us back… that is such a painful nature of true love… yet true love can reciprocate… when true love is reciprocal, such lovers live together and never let go… those are kind of few marriages that survive in our universe today… the kind of marriage I want with you. Could you tell me your ideology about true love and life? Looking forward to your sweet self. Hugs!"
illegitime,"of your soul. As I could remember, as a kid, I was a very cute one (lol). One whom many bullies would target, but only to realize there is a tough side of me. I could make a sober person dance; I could affect one with my smile. I grew up having more older friends. Many would confide in me. To tell you, I am a type that doesn’t judge. No matter how dirty you may be, just come to me, and I will give my support. There is no Mr Right until we make him right and there is no Mrs Right until we make her right. A relationship is never about how much at the beginning but how much we could make it grow into. My old friend who is a pastor would tell me, if you aren’t ready to fall or look stupid, then don’t fall in love (lol). But sincerely that is the bitter truth! When I lost my wife and kids, I feared love until I recalled that if it touched a heart, it would make the darkness fade into an endless sunny days. Can you prove that right?"
illegitime,"Oh, I miss ma. But then she is a strong woman my dear. Sometimes I call her Jesus’s mother (lol). She has a good heart and also I can tell you her instincts are like oracle. I already told her about you and she did say she likes you. As I have said, I don’t feel negative about any feelings I have right now, because it can’t be failed except for death. Truly, love needs no map, for it can find it’s way blindfolded. This kind of certainty comes, but once in a lifetime. Men always seem to wonder what it takes to get a woman. Like, what do they have to do to make a woman notice them? Men have to realize that they have to be sweet, caring, gentle, honest and still have that sweet little thing about them that drives any woman crazy: and that’s reaching her heart. No matter how much you try, if you don’t reach her heart, it won’t ever be worth-while. And really how did this happen if I have a space in your heart now and you haven’t met me to feel sentiments? It means I have gotten the most important part of the journey upfront (lol). Who shall say that the maiden so pretty and fair shall always have the greater man; and the ogre who walks to the beat of thundering clouds will never find her prince? Because really, love is destiny, and no one can really explain it."
illegitime,"Oh, my wife! I am indeed so delighted with your response to those questions. Once again in life, finally, I found you. As I write to you right here, I am crying and no matter how hard I try, I can’t stop this tears of joy. I am so speechless, please listen to this song, it explains every thing I have to say right now, (http://www.youtube.com/watch? v=6c64kUiqknY). Below is the lyrics. “Queen Of My Heart”"
illegitime,"ou are the sun in my day, the wind in my sky, the waves in my ocean, and the beat in my heart. I wish I was there to hold you tight instead of just send this loving, “Good Morning.” Thank you for being the one who calms all my inner fears. Your love is all I’ll ever need. YOU ARE STILL THE ONE AND WILL ALWAYS BE THE ONE!"
illegitime,"Our love is unmistakeable, it is unbreakable, it is untouchable. It will live and grow each second of our lives and the world will write a story of us. You see that kind of love that makes you feel like you are just somewhere under beautiful trees, dancing to the beautiful melody of the leaves. And if the world write a story of our love, we will be known until the end of time. I hope you can see inside my heart now, you and you alone lives in there. I love you …… and I want you to say that word to me next time we talk on phone. Please do not over work yourself, leave some things for us to do together when I return. Long kisses and hugs! Your Husband,"
illegitime,"Over the years, I have a tenant who has been paying $1500 every month to the pocket of the Government and just moved out. So right now, I am searching for a new tenant who would continue the payment so I don’t get fined or pay any additional money for delay in payment. The home would be mine when all the debt on it is cleared and I can enjoy whatever it brings from rental. But if I don’t find a new tenant till I finish this project, then I would have more than enough money to pay off the debt and not worry of finding a tenant any more."
illegitime,Rawr means hello in dinosaur. RAWR!
illegitime,"Right now, they left with my check after almost giving it to me. They said I will get it in few days if I fix the loop hole in their project. I called the door company and an additional $13,899 is needed if I have to change these doors. Dear, I really do understand what it feels like to know that a man you share a soul with is going through all these. Right from that moment we fell in love, our worries, our problems, our happiness, our joy, our life has become one. Nelson is such a good friend honey, immediately I told him, within the few hours I spent thinking of how to tell you, he went right away and took out the last $5000 in his wife’s account plus he pawned his old Harley bike for a few thousands and sent $8500 already. I couldn’t believe it when he called and said he sent $8500 and even apologized that he would have sent all if he could. I thanked him and show serious appreciation. I really do owe Nelson big time."
illegitime,Saw your profile and just had to say hi.
illegitime,"Simply said… I love you… Being with you is like having every single one of my wishes come true. Loving you has been the best thing to ever happen to me! Just had to let you know… you’re the best! I love you! There is no long distance about love; it always finds a way to bring hearts together, no matter how many miles are between them."
illegitime,"Since I got the money you sent, it has been much relief and great joy in the heart of every one. Once the electric pipes are completely installed and the POP are fixed , I am so happy that that would be the final stage and then I can stretch my bones once again. Honestly, it has not been an easy task. How wonderful it would be when I am finally done with this especially to know that I am coming directly to my woman. Darling, I really do hope you are doing great job on your strength, you have to be very strong in order to withstand this hot man… lol. I won’t wait till we get home, the whole world will know from the airport that Mrs Gold is now in the hands of Mr Gold. That reminds me, I looked at your gift today again and smiled knowing how happy you would feel when you get it, something I will never tell you till I see you at the airport. It is something so special and you can imagine what could be most special to a love. I am sure you can’t guess right cos it’s something that will make you open your mouth in great amazement, it would be what I’ll be giving you as I draw you close to kiss you at the air port.. Life is good, yes, it really is when one is so lucky to find his / her soul mate, a friend in deed, the driver of one’s heart, the cap that fit one’s head, a true partner, the co-pilot, the winner of one’s life, the stead firm in times of need, the great lover, the best kisser, the best love maker, the supporter, the protector, the down, the middle, the up, the remainder, the every day joy, the every day happiness, a woman that will stay and never leave, a woman to die by her side, the seer of the last breath. Darling, when I finally see you, I will say more than words can ever express. I love you more and more. Looking forward to hearing from you. Yours Forever."
